id	title	description	link	image_link	availability	price	brand	condition	quantity	shipping_label	shipping_weight	product_type	custom_label_1	product_highlights	product_details	mpn	google_product_category	custom_label_0	custom_label_2	custom_label_3	additional_image_link
HC-C7BN-FAS	TRX 5” High Flow Intake w/ Heat Shield	The all new FAS Motorsports RAM TRX 5 inch cold air intake is the ONLY 5” intake on the market with a Heat/Debris Shield! Amazing supercharger whine while also keeping the Heat and debris away from the filter!	https://www.fasmotorsports.com/shop/ram-trx-5-high-flow-intake-w-heat-shield	https://cdn.sanity.io/images/r4og35qd/production/54ca47d6ee3106815e353eb8fc01bcee323a6fe9-1000x1000.png	in stock	699.99 USD	F.A.S. Motorsports	new	30	performance_parts	30.00 lb	physical > Intake Filters > Billet Parts	Intake Filters	The all new FAS Motorsports RAM TRX 5 inch cold air intake is the ONLY 5” intake on the market with a Heat/Debris Shield! | Amazing supercharger whine while also keeping the Heat and debris away from the filter! | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Intake Filters, Billet Parts | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Intake Filters > Billet Parts	FAS-UNI-015TC	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
HC-9MDH-FAS	Hellcat Upper Pulley & Hub Kit	Engineered for Dodge Hellcat, Redeye, and Demon platforms. Precision CNC-machined from billet aluminum, this upgrade is built to handle extreme horsepower.	https://www.fasmotorsports.com/shop/pulley-and-hub-kit	https://cdn.sanity.io/images/r4og35qd/production/8b328b9ba37dbf894391a15463b4fb091d34fa67-1000x1000.png	in stock	219.99 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Pulleys > Billet Parts > Performance Upgrades	Pulleys	Engineered for Dodge Hellcat, Redeye, and Demon platforms. | Precision CNC-machined from billet aluminum, this upgrade is built to handle extreme horsepower. | Finish: Raw | Material: Billet | Includes: Stainless Steal Socket Head Bolts | Installation service required; shipping not available.	section_name:Specifications; attribute_name:Material; attribute_value:Billet | section_name:Performance Profile; attribute_name:Finish; attribute_value:Raw | section_name:Included Components; attribute_name:Package includes; attribute_value:Stainless Steal Socket Head Bolts | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Pulleys, Billet Parts, Performance Upgrades | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Pulleys > Billet Parts > Performance Upgrades | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Supercharger Components	FAS-UNI-017LL	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-AMEQ-FAS	2018+ Mustang GT Intake Manifold Race Porting Service	Unlock airflow and horsepower with FAS Motorsports’ CNC race porting service for your 2018+ Mustang GT intake manifold. Precision ported for maximum performance.	https://www.fasmotorsports.com/shop/mustang-gt-intake-manifold-porting	https://cdn.sanity.io/images/r4og35qd/production/f577e6f047b1c514f35ac2e69769d300f5ccc507-1000x1000.png	in stock	199.00 USD	F.A.S. Motorsports	new	30	performance_parts	20.00 lb	physical > Porting	Porting	Unlock airflow and horsepower with FAS Motorsports’ CNC race porting service for your 2018+ Mustang GT intake manifold. | Precision ported for maximum performance. | Vehicle Fitment: Mustang GT 2018+ (Gen 3 Coyote) | Throttle Body Size: 80mm, 85mm, 90mm, 95mm+ | Service Type: Race porting (customer-supplied 2018+ Mustang GT manifold) | Compatible Engines: 5.0L Gen 3 Coyote (2018+)	section_name:Specifications; attribute_name:Service Type; attribute_value:Race porting (customer-supplied 2018+ Mustang GT manifold) | section_name:Specifications; attribute_name:Compatible Engines; attribute_value:5.0L Gen 3 Coyote (2018+) | section_name:Specifications; attribute_name:Throttle Body Options; attribute_value:Stock (80mm) or aftermarket (85–95mm+) | section_name:Specifications; attribute_name:Material; attribute_value:OEM Ford composite manifold | section_name:Specifications; attribute_name:Finish; attribute_value:Factory finish retained (internal porting only) | section_name:Specifications; attribute_name:Horsepower Gains; attribute_value:+15–25 whp NA / +30–40 whp FI (typical results, vary by build) | section_name:Performance Profile; attribute_name:Vehicle Fitment; attribute_value:Mustang GT 2018+ (Gen 3 Coyote) | section_name:Performance Profile; attribute_name:Throttle Body Size; attribute_value:80mm, 85mm, 90mm, 95mm+ | section_name:Included Components; attribute_name:Package includes; attribute_value:Full porting of intake runners and plenum; Throttle body opening port-matched (up to 95mm+) | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting	FAS-TRX-018LE	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
UNI-Z15Q-FAS	Hellcat Supercharger Snout Painting | Custom High-Temp Coating	Personalize your Hellcat’s engine bay with our high-temp supercharger snout painting service. Choose from stock colors or custom paint-match to any color of your choice.	https://www.fasmotorsports.com/shop/hellcat-snout-painting	https://cdn.sanity.io/images/r4og35qd/production/7f306d81c8617988546c33bebc4c44a4b76b5048-800x800.webp	in stock	199.99 USD	F.A.S. Motorsports	new	30	performance_parts	10.00 lb	physical > Custom Coating	Custom Coating	Personalize your Hellcat’s engine bay with our high-temp supercharger snout painting service. | Choose from stock colors or custom paint-match to any color of your choice. | Type: Custom Appearance Upgrade | Finish: High-temp Automotive Base/Clear Coat | Color: Any Stock or Custom Paint-Match Option | Compatibility: Charger, Challenger, TRX, Trackhawk, Durango, Demon, Redeye	section_name:Specifications; attribute_name:Service Type; attribute_value:Snout painting (not a bolt-on part) | section_name:Specifications; attribute_name:Finish; attribute_value:Automotive-grade base/clear coat | section_name:Specifications; attribute_name:Temperature Resistance; attribute_value:High-temp resistant coating | section_name:Specifications; attribute_name:Color Options; attribute_value:Stock FAS color options or full custom match | section_name:Specifications; attribute_name:Fitment; attribute_value:Hellcat supercharger snouts (all platforms) | section_name:Specifications; attribute_name:Turnaround Time; attribute_value:Varies — 1–2 weeks typical (CORE exchange faster) | section_name:Performance Profile; attribute_name:Type; attribute_value:Custom Appearance Upgrade | section_name:Performance Profile; attribute_name:Finish; attribute_value:High-temp Automotive Base/Clear Coat | section_name:Performance Profile; attribute_name:Color; attribute_value:Any Stock or Custom Paint-Match Option | section_name:Performance Profile; attribute_name:Compatibility; attribute_value:Charger, Challenger, TRX, Trackhawk, Durango, Demon, Redeye	FAS-HC-019LQ	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/2592de0008781b261587d6037f99e9048a6d8620-800x800.webp
UNI-XBIK-FAS	FAS High Temp Blower Case Coating	FAS Motorsports offers professional high-temp resistant coating for blower cases, improving durability, appearance, and heat management for your Hellcat supercharger.	https://www.fasmotorsports.com/shop/high-temp-blower-case-coating	https://cdn.sanity.io/images/r4og35qd/production/f1649ebfb0b6e06407513ea34534cb4b22e816bd-800x797.webp	in stock	299.00 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Custom Coating	Custom Coating	FAS Motorsports offers professional high-temp resistant coating for blower cases, improving durability, appearance, and heat management for your Hellc | Type: Blower Case Coating Service | Finish: High-Temp Resistant | Compat: Charger Hellcat, Challenger, Hellcat/Demon/Redeye, TRX, Trackhawk, Durango Hellcat | Benefit: Protection + Custom Appearance | Service Type: Blower case coating	section_name:Specifications; attribute_name:Service Type; attribute_value:Blower case coating | section_name:Specifications; attribute_name:Finish; attribute_value:High-temp resistant coating | section_name:Specifications; attribute_name:Compat; attribute_value:Hellcat, Demon, Redeye, TRX, Trackhawk, Durango Hellcat | section_name:Specifications; attribute_name:Color Options; attribute_value:Stock or custom (paint-match available) | section_name:Specifications; attribute_name:Turnaround Time; attribute_value:Contact FAS for current lead times | section_name:Performance Profile; attribute_name:Type; attribute_value:Blower Case Coating Service | section_name:Performance Profile; attribute_name:Finish; attribute_value:High-Temp Resistant | section_name:Performance Profile; attribute_name:Compat; attribute_value:Charger Hellcat, Challenger, Hellcat/Demon/Redeye, TRX, Trackhawk, Durango Hellcat | section_name:Performance Profile; attribute_name:Benefit; attribute_value:Protection + Custom Appearance | section_name:Included Components; attribute_name:Package includes; attribute_value:High-temp resistant coating applied to supercharger case	FAS-HC-0208B	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	
PR-IVDY-FAS	FAS 2018-23 Mustang GT Ported Intake Manifold	Pre-ported 2018+ Mustang GT intake manifold, race-ported for max airflow and horsepower.	https://www.fasmotorsports.com/shop/mustang-gt-ported-intake-manifold	https://cdn.sanity.io/images/r4og35qd/production/f577e6f047b1c514f35ac2e69769d300f5ccc507-1000x1000.png	in stock	625.99 USD	F.A.S. Motorsports	new	30	performance_parts	20.00 lb	physical > Porting	Porting	Pre-ported 2018+ Mustang GT intake manifold, race-ported for max airflow and horsepower. | Finish: Factory black composite (internal porting only) | Material: OEM Ford composite manifold | Application: 2018–2023 Mustang GT / Bullitt / Mach 1 (Gen 3 Coyote 5.0L) | Throttle Body Options: Stock (80mm) or aftermarket (85–95mm+) | Includes: Professionally ported 2018+ Mustang GT intake manifold, Ported - runners, plenum, and throttle body opening, Hand finishing for maximum flow	section_name:Specifications; attribute_name:Application; attribute_value:2018–2023 Mustang GT / Bullitt / Mach 1 (Gen 3 Coyote 5.0L) | section_name:Specifications; attribute_name:Throttle Body Options; attribute_value:Stock (80mm) or aftermarket (85–95mm+) | section_name:Performance Profile; attribute_name:Finish; attribute_value:Factory black composite (internal porting only) | section_name:Performance Profile; attribute_name:Material; attribute_value:OEM Ford composite manifold | section_name:Included Components; attribute_name:Package includes; attribute_value:Professionally ported 2018+ Mustang GT intake manifold; Ported - runners, plenum, and throttle body opening; Hand finishing for maximum flow efficiency | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Intake Manifold	FAS-UNI-0212K	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-DU6A-FAS	Audi Eaton Supercharger Porting	Unlock airflow and horsepower with precision porting for Audi’s Eaton supercharger. Smoother airflow, higher efficiency, and proven gains for 3.0T platforms.	https://www.fasmotorsports.com/shop/audi-eaton-supercharger-porting	https://cdn.sanity.io/images/r4og35qd/production/e9a2cd257a16ea3181fca8297aea71799f31b258-800x800.png	in stock	900.00 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Porting	Porting	Unlock airflow and horsepower with precision porting for Audi’s Eaton supercharger. | Smoother airflow, higher efficiency, and proven gains for 3.0T platforms. | Color: Factory Silver/Black | Finish: OEM Cast, Optional High Temp Coating | Usage: Street / Track / Tuned Builds | Fuel Compatibilty: Pump Gas, E85, Race Gas	section_name:Specifications; attribute_name:Application; attribute_value:Audi 3.0T (Eaton TVS1320 supercharger) | section_name:Specifications; attribute_name:Rotor Type; attribute_value:Twin-vortices Eaton TVS1320 | section_name:Specifications; attribute_name:Porting Method; attribute_value:Precision ported + hand finished | section_name:Specifications; attribute_name:Throttle body Size; attribute_value:Supports OEM & larger aftermarket (70–80mm+) | section_name:Specifications; attribute_name:Material; attribute_value:OEM cast aluminum | section_name:Specifications; attribute_name:Finish; attribute_value:Retains OEM finish (internal porting only) | section_name:Specifications; attribute_name:Horsepower Gains; attribute_value:+20–30 whp typical (with pulley/tune) | section_name:Specifications; attribute_name:Service Time; attribute_value:1–2 weeks (expedited available) | section_name:Performance Profile; attribute_name:Color; attribute_value:Factory Silver/Black | section_name:Performance Profile; attribute_name:Finish; attribute_value:OEM Cast, Optional High Temp Coating	PR-DU6A	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	
UNI-BIP8-FAS	FAS M122 / M112 Supercharger Porting	Maximize airflow and boost efficiency with precision porting for your Eaton M122 and M112 superchargers.	https://www.fasmotorsports.com/shop/m122-m112-supercharger-porting	https://cdn.sanity.io/images/r4og35qd/production/d03793bc3d7d48ba58b64e7ae2a45f5ace20f2e1-1000x1000.png	in stock	1499.99 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Porting	Porting	Maximize airflow and boost efficiency with precision porting for your Eaton M122 and M112 superchargers.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting	FAS-TRX-0230B	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	
UNI-HKAG-FAS	3.0L Whipple Porting Service	Precision ported for the smoothest and most efficient finish possible!	https://www.fasmotorsports.com/shop/3-0l-whipple-porting-service-hellcat	https://cdn.sanity.io/images/r4og35qd/production/6b1e30a2236bfa7edf11b347545dce17260ba31b-800x800.png	in stock	1499.00 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Porting	Porting	Precision ported for the smoothest and most efficient finish possible!	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Supercharger Service	FAS-HC-024VC	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/7c54674d0c9df736efce7c89a6793694e8d3b472-800x800.png,https://cdn.sanity.io/images/r4og35qd/production/5cabdaaf6447a3c3d72f6380341830c0659012bf-800x800.png
HC-3WBC-FAS	FAS 4.5L Whipple Supercharger Race Porting Service	Race porting for the 4.5L Whipple supercharger. Max airflow, reduced restriction, and proven horsepower gains.	https://www.fasmotorsports.com/shop/4-5l-whipple-supercharger-race-porting-service	https://cdn.sanity.io/images/r4og35qd/production/d5adf8237ac7a65d7e587e8f82af0d39ade09c3f-875x875.png	in stock	1299.99 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Porting	Porting	Race porting for the 4.5L Whipple supercharger. | Max airflow, reduced restriction, and proven horsepower gains. | Color: Factory or Customer Specified | Finish: Factory or High Heat Ceramic Coating | Usage: Street / Race / High-Boost Builds | Service Type: Race Porting	section_name:Specifications; attribute_name:Application; attribute_value:Whipple 4.5L Supercharger (all fitments) | section_name:Specifications; attribute_name:Rotor Type; attribute_value:Twin-screw, 4.5L displacement | section_name:Specifications; attribute_name:Porting Method; attribute_value:Hand Finish | section_name:Specifications; attribute_name:Max Throttle Body Size; attribute_value:Supports up to 150mm+ inlet | section_name:Specifications; attribute_name:Material; attribute_value:CNC-machined billet aluminum housing | section_name:Specifications; attribute_name:Finish; attribute_value:Raw machined (customer retains finish) | section_name:Specifications; attribute_name:Horsepower Gains; attribute_value:+30–50 whp typical (varies by build) | section_name:Specifications; attribute_name:Service Time; attribute_value:2-3 weeks (expedited available) | section_name:Performance Profile; attribute_name:Color; attribute_value:Factory or Customer Specified | section_name:Performance Profile; attribute_name:Finish; attribute_value:Factory or High Heat Ceramic Coating	FAS-UNI-025VQ	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/5af3fe7cafbdd412b8bf8e22f2b8179bc18cc3b0-800x800.png,https://cdn.sanity.io/images/r4og35qd/production/7d92db83b8479bb7744a149ebe59774fc7a68006-800x800.png,https://cdn.sanity.io/images/r4og35qd/production/92fefb1d28700cedc96098b2a5e7c78c7900ea78-800x800.png,https://cdn.sanity.io/images/r4og35qd/production/6768c864e8607e43ee1869fbcaf18a4404dcfa37-800x800.png
UNI-N8D5-FAS	Boss Intake Manifold Porting	Boost your Mustang's power with our $499.00 Boss Intake Manifold Porting service! Hand-ported for 8-15 HP and 7-9 ft-lbs torque gains, optimized for high-RPM performance on 2011-2023 Mustang GT and 2012-2013 Boss 302.	https://www.fasmotorsports.com/shop/boss-intake-manifold-porting	https://cdn.sanity.io/images/r4og35qd/production/fb373f2dafee4d4ae2144ab6c06b431318deb789-1000x1000.png	in stock	499.99 USD	F.A.S. Motorsports	new	30	performance_parts	25.00 lb	physical > Porting	Porting	Boost your Mustang's power with our $499.00 Boss Intake Manifold Porting service! | Hand-ported for 8-15 HP and 7-9 ft-lbs torque gains, optimized for high-RPM performance on 2011-2023 Mustang GT and 2012-2013 Boss 302. | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Intake Manifold, Services	FAS-UNI-02676	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
TRX-DHVL-FAS	LT4 Supercharger Snout Porting	Our LT4 Snouts are precision ported for the smoothest and best finish on the market!	https://www.fasmotorsports.com/shop/lt4-supercharger-snout-porting	https://cdn.sanity.io/images/r4og35qd/production/9a462636aac576fd3e2a6c78f664aef861a0f084-1000x1000.png	in stock	599.99 USD	F.A.S. Motorsports	new	30	performance_parts	10.00 lb	physical > Porting	Porting	Our LT4 Snouts are precision ported for the smoothest and best finish on the market! | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting	FAS-UNI-027OX	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
UNI-4OIW-FAS	F.A.S. Predator Lower Pulley	The FAS Predator Lower Pulley increases supercharger boost for dramatic horsepower gains. Designed for Hellcat-powered vehicles, this upgrade is proven in 1000+ WHP builds.	https://www.fasmotorsports.com/shop/fas-predator-lower-pulley-no-tune-required	https://cdn.sanity.io/images/r4og35qd/production/340f2a2533dfbae55b42b783cf8c00b693b69fcd-550x550.webp	out of stock	899.99 USD	F.A.S. Motorsports	new	0	performance_parts	1.00 lb	physical > Billet Parts > Pulleys	Billet Parts	The FAS Predator Lower Pulley increases supercharger boost for dramatic horsepower gains. | Designed for Hellcat-powered vehicles, this upgrade is proven in 1000+ WHP builds. | Type: Slip-On Lower Pulley | Boost Increase: +1.5–2 psi | Power Gain: +40–70 WHP | Material: Billet, Grip-Coated	section_name:Performance Profile; attribute_name:Type; attribute_value:Slip-On Lower Pulley | section_name:Performance Profile; attribute_name:Boost Increase; attribute_value:+1.5–2 psi | section_name:Performance Profile; attribute_name:Power Gain; attribute_value:+40–70 WHP | section_name:Performance Profile; attribute_name:Material; attribute_value:Billet, Grip-Coated | section_name:Performance Profile; attribute_name:Weight; attribute_value:10% lighter than competitors | section_name:Performance Profile; attribute_name:Compat; attribute_value:Hellcat, Demon, Redeye, TRX, Trackhawk, Durango | section_name:Performance Profile; attribute_name:Install; attribute_value:Slip-On, No Tune Required | section_name:Included Components; attribute_name:Package includes; attribute_value:Predator lower pulley (slip-on design); Crank Bolt; All required fasteners; Loctite; Belts; Installation instructions | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Billet Parts, Pulleys | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Billet Parts > Pulleys	FAS-TRX-029HE	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/7a3da38503b5ec7727d262d87f86f9e91c4fc90c-800x800.webp
UNI-Q114-FAS	Hellcat 108mm Ported Snout & Throttle Body Package	Hellcat snout porting service (105mm inlet porting) and a Billet 105mm throttle body! Package deal through FAS Motorsports.	https://www.fasmotorsports.com/shop/hellcat-105mm-package-snout-porting-billet-throttle-body	https://cdn.sanity.io/images/r4og35qd/production/19222d9cc8a4f22ed4a5a113846f540e1fd73206-800x800.png	in stock	1399.00 USD	F.A.S. Motorsports	new	30	performance_parts	15.00 lb	physical > Porting > Performance Upgrades > Custom Coating	Porting	Hellcat snout porting service (105mm inlet porting) and a Billet 105mm throttle body! | Package deal through FAS Motorsports. | Includes: 1 × 108mm Ported Snout, 1 × 108mm Billet Throttle Body | Installation service required; shipping not available.	section_name:Included Components; attribute_name:Package includes; attribute_value:1× 108mm Ported Snout (Customer send in their snout for porting); 1× 108mm Billet Throttle Body | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting, Performance Upgrades, Custom Coating | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting > Performance Upgrades > Custom Coating	FAS-UNI-0300J	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/40774bb849a2fe34affce3c4a8e9d5f24fae4023-800x800.png
TRX-RYWT-FAS	IHI Bearing Plate Removal Tool kit	IHI Bearing Plate Removal Tool Kit	https://www.fasmotorsports.com/shop/ihi-bearing-plate-removal-tool-kit	https://cdn.sanity.io/images/r4og35qd/production/ee6d3f0a481e9723f9de2605c80defb0c3d26486-800x800.png	in stock	125.00 USD	F.A.S. Motorsports	new	30	performance_parts	2.00 lb	physical > Tools & Accessories	Tools & Accessories	IHI Bearing Plate Removal Tool Kit | Includes: All tools that are needed for removal, Directions for removing OEM bearing plate | Installation service required; shipping not available.	section_name:Included Components; attribute_name:Package includes; attribute_value:All tools that are needed for removal; Directions for removing OEM bearing plate | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Tools & Accessories | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Tools & Accessories | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Supercharger Components	FAS-UNI-031AW	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-K0YM-FAS	Hellcat Throttle Body Porting	FAS Motorsports throttle body porting delivers more airflow and performance without sacrificing drivability. Choose send-in service or a pre-ported OEM unit via our CORE Exchange Program.	https://www.fasmotorsports.com/shop/hellcat-throttle-body-porting	https://cdn.sanity.io/images/r4og35qd/production/e2b5ab3bb936f13f38733a28e059c1c1e8b28e17-800x800.webp	in stock	300.00 USD	F.A.S. Motorsports	new	30	performance_parts	4.00 lb	physical > Porting	Porting	FAS Motorsports throttle body porting delivers more airflow and performance without sacrificing drivability. | Choose send-in service or a pre-ported OEM unit via our CORE Exchange Program. | Type: Throttle Body Porting Service | Material: OEM Aluminum Housing (ported) | Compatibility: Charger, Challenger, Demon, Redeye, TRX, Trackhawk, Durango Hellcat | Benefit: Increased Airflow + Retains OEM Drivability	section_name:Specifications; attribute_name:Service Type; attribute_value:OEM throttle body porting | section_name:Specifications; attribute_name:Compatibility; attribute_value:Hellcat platform vehicles | section_name:Specifications; attribute_name:Core Exchange; attribute_value:Available ($250 refundable deposit) | section_name:Specifications; attribute_name:Performance Gain; attribute_value:Increased airflow, improved throttle response | section_name:Specifications; attribute_name:Turnaround Time; attribute_value:1–2 weeks (send-in), immediate w/ CORE exchange | section_name:Performance Profile; attribute_name:Type; attribute_value:Throttle Body Porting Service | section_name:Performance Profile; attribute_name:Material; attribute_value:OEM Aluminum Housing (ported) | section_name:Performance Profile; attribute_name:Compatibility; attribute_value:Charger, Challenger, Demon, Redeye, TRX, Trackhawk, Durango Hellcat | section_name:Performance Profile; attribute_name:Benefit; attribute_value:Increased Airflow + Retains OEM Drivability | section_name:Performance Profile; attribute_name:Service Options; attribute_value:Send-In or CORE Exchange	FAS-HC-0320P	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-ITZX-FAS	FAS FAFO T-Shirt	'FAFO' F.A.S. Motorsports T-Shirt	https://www.fasmotorsports.com/shop/fas-motorsports-t-shirt	https://cdn.sanity.io/images/r4og35qd/production/19c708dbd1dfc9ab6641b932fb0d8c75b80942ee-800x800.webp	in stock	29.99 USD	F.A.S. Motorsports	new	30	performance_parts	0.50 lb	physical > Tools & Accessories	Tools & Accessories	'FAFO' F.A.S. | Motorsports T-Shirt | Material: Cotton | Installation service required; shipping not available.	section_name:Specifications; attribute_name:Material; attribute_value:Cotton | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Tools & Accessories | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Tools & Accessories | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Shirt	PR-ITZX	Apparel & Accessories > Clothing	performance_product	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/bd72aafc18c167446aaf02b015e1243e7e4025de-800x800.webp
HC-C1TI-FAS	FAS Supercharger Thermal Blanket	Thermal Blanket for Hellcat, Trackhawk, Durango Hellcat, Demon/Redeye provided by FAS Motorsports.	https://www.fasmotorsports.com/shop/supercharger-thermal-blanket	https://cdn.sanity.io/images/r4og35qd/production/bc0cd33412ffb5e45f488d90d5b48325fa671642-800x800.webp	in stock	100.00 USD	F.A.S. Motorsports	new	30	performance_parts	2.00 lb	physical > Tools & Accessories > Supercharger Components	Tools & Accessories	Thermal Blanket for Hellcat, Trackhawk, Durango Hellcat, Demon/Redeye provided by FAS Motorsports. | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Tools & Accessories, Supercharger Components | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Tools & Accessories > Supercharger Components	FAS-HC-034C6	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
UNI-U4CB-FAS	FAS HEMI Cylinder Head Porting Service | Hellcat	Professional cylinder head porting service for Hellcat and HEMI engines (6.4L, 6.1L, 5.7L). Heads must be sent in bare. Additional machining or valve work available at extra cost.	https://www.fasmotorsports.com/shop/hellcat-cylinder-head-porting-service	https://cdn.sanity.io/images/r4og35qd/production/93ee4106b357c6d887b1f8b0c990fb6f0cadd67b-800x339.webp	in stock	1499.99 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Porting	Porting	Professional cylinder head porting service for Hellcat and HEMI engines (6.4L, 6.1L, 5.7L). | Heads must be sent in bare. | Additional machining or valve work available at extra cost. | Type: Cylinder Head Porting Service | Compat: Hellcat, 6.4L HEMI, 6.1L HEMI, 5.7L HEMI | Service: Bare Head Porting (no hardware)	section_name:Specifications; attribute_name:Service Type; attribute_value:Cylinder head porting | section_name:Specifications; attribute_name:Engines Supported; attribute_value:Hellcat, 6.4L, 6.1L, 5.7L HEMI | section_name:Specifications; attribute_name:Requirements; attribute_value:Heads must be shipped bare | section_name:Performance Profile; attribute_name:Type; attribute_value:Cylinder Head Porting Service | section_name:Performance Profile; attribute_name:Compat; attribute_value:Hellcat, 6.4L HEMI, 6.1L HEMI, 5.7L HEMI | section_name:Performance Profile; attribute_name:Service; attribute_value:Bare Head Porting (no hardware) | section_name:Performance Profile; attribute_name:Benefit; attribute_value:Increased Airflow & Horsepower Potential | section_name:Included Components; attribute_name:Package includes; attribute_value:Porting of intake & exhaust runners; Combustion chamber reshaping & blending; Hand finishing for optimal flow | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting	FAS-UNI-0355X	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/8e680021522674a0b22293fff453629aac960c09-800x583.webp
