id,created_at,api_key_id,user_agent,method,endpoint,response_status
e3466298-cc5b-47aa-8f30-0f3505dd56d8,2025-12-18 03:09:18.016752+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
241cc920-8a93-4d02-aeab-29628f526577,2025-12-18 05:46:48.216181+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
7ec4dfba-e90c-4ce7-9497-26132167518c,2025-12-19 02:34:07.390528+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
6376b2c5-7d9e-46ea-8b48-3596a5437762,2025-12-19 03:33:18.61659+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
fe396b69-0611-4033-b700-e1c230ea55e5,2025-12-19 15:28:30.7433+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
e37122fd-4d13-4c77-89b6-a74e7caee5a3,2025-12-20 02:32:39.598859+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
85419725-4d9f-43ae-96e4-97cca86091a2,2025-12-20 11:25:21.187969+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
c223cb09-7cbb-4316-9e19-fbdcfbeff6cf,2025-12-21 15:41:45.802714+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
f159f022-34c4-446e-ae5b-d418d0909631,2025-12-21 17:42:53.912282+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
3936d401-9dae-486f-a770-4cfd62a344e8,2025-12-21 20:11:26.43553+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
118d2025-8854-4160-b297-1cbe138413e3,2025-12-22 00:53:06.438512+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
e8a936d1-28bb-49ae-b247-14402b942efe,2025-12-22 01:34:22.031889+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
8c8d27f3-5171-4923-8b25-b9892a7c59c9,2025-12-22 04:30:42.290146+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
77640237-db4e-4c7c-aa70-406dcbaac91f,2025-12-22 05:02:58.947147+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
23641539-89ec-4174-a7bb-116ede904d30,2025-12-22 05:52:37.595443+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
11d9a5db-7221-4a95-b76b-1b6a2a406157,2025-12-23 03:23:59.31534+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
77fb23fe-683d-480f-9401-c937cb9d9e23,2025-12-23 13:58:11.198676+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
a56f4ee0-d44d-4c80-aeee-0ca365778645,2025-12-23 15:08:09.855734+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
95b0ecbd-f3ab-4efe-9a03-3d442d1145ea,2025-12-24 14:20:42.435763+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
64c0d7ab-d797-44c5-9673-0b1b8f13c044,2025-12-24 18:51:20.313582+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
f7c4e761-ffc9-4da6-9c3d-48b16f7e67ab,2025-12-24 18:59:59.340218+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
46616a8c-0d5c-455f-bac2-e52cee3ad205,2025-12-24 22:21:15.658926+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
67628d98-3e0d-424e-b397-4457e085f78d,2025-12-25 07:42:40.418261+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
481bb9b4-102b-4972-8a21-8c43991fec4c,2025-12-26 14:24:37.5592+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
a8691885-4c52-4d65-ab7b-d4e4cf95a6f9,2025-12-26 14:25:12.11104+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
61c94718-61ee-473c-9cb3-8e8420ff32ea,2025-12-26 17:54:00.73551+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
7b0b1d2e-a860-402b-a55a-6d92027a36a7,2025-12-27 14:14:50.049267+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
286716ac-25a4-4bd0-9a57-11ab70269f1d,2025-12-27 14:14:54.745656+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
8bb67d7d-3ce6-4817-9b19-b6718e698334,2025-12-27 14:15:31.873578+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
b4e0cd8f-271f-40a6-87e6-fca96aa2274a,2025-12-27 14:15:43.116641+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
7ed9f112-4992-4b06-b501-0698b6caf4c4,2025-12-27 14:15:43.260306+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
14cc3d58-9b31-4fcd-bce8-df642dea58a1,2025-12-27 18:17:43.06281+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
a364a4a1-343f-480b-a7d2-261bf67bc58e,2025-12-27 18:18:10.652677+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
3ee43365-63cd-42ca-8952-f83e4797d4b4,2025-12-27 18:18:16.524858+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
9929be1e-ec33-4772-9946-aa4ee1e403b2,2025-12-27 18:18:20.878654+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
800094c6-f451-45e3-828e-24de472f5292,2025-12-27 18:19:21.573145+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
49072e33-ccc3-46e8-9455-0159bffb2e7a,2025-12-27 21:50:08.18019+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
d656f10a-323b-404d-9d4c-8486d923a33c,2025-12-27 21:50:45.899626+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
828a8b56-eab5-4fd2-a5ed-8d6265189e44,2025-12-27 21:50:52.218613+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
de84063f-6ccf-4ffb-8371-a8b16b40dd5b,2025-12-27 21:50:59.722087+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
d9463f48-f844-4ff1-8580-d0a4704f5928,2025-12-28 00:00:14.249686+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
349524ea-cff7-4e10-8594-7ad522591841,2025-12-28 00:00:42.559778+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
bf84314a-b2f9-4f3e-993c-86b2b3013bf8,2025-12-28 00:00:45.501857+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
5da732df-9fa7-44e4-a4af-a95a7a40d9df,2025-12-28 00:00:51.069309+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
d2c219d1-c36a-41e9-ac6b-9b2b7d65661c,2025-12-28 21:17:01.066563+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
8175dffa-0aa7-4f7b-a1af-851dbb383101,2025-12-28 21:17:02.882491+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
787289c8-beba-40e4-b08a-73e0c048e70b,2025-12-29 01:34:41.509078+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,403
4cfbedfb-c6e9-486b-899a-ae61ee06e500,2025-12-29 03:41:51.465244+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
3a2ad6a7-843d-4e27-94ea-1665971d743e,2025-12-29 04:31:54.188524+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
c77e40e8-f3ec-4849-bb8f-d85dd3440f79,2025-12-29 12:45:03.814186+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
f9fc842c-1cf5-4eaa-a167-b4b0f6321e2c,2025-12-29 15:35:52.394878+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
f918af85-0bab-48ec-942e-84e7826f5dde,2025-12-29 15:43:02.27277+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
5b157c5c-b77e-4b88-afa8-7c09ec4616b6,2025-12-29 17:40:18.767928+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
c35770bd-7cc9-437f-b5ad-1df0f4d139bd,2025-12-29 17:56:24.95716+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
f3719009-6d79-4f38-87c2-ea7baa6d8ae9,2025-12-29 18:26:10.150853+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
2d007a30-dd8e-4598-91e7-4375c1b02f8e,2025-12-29 20:11:41.228052+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
56c96327-e587-4438-92ea-18752b905895,2025-12-29 20:13:14.468669+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
70fead4d-abe5-4b3f-9a29-c1888ce92262,2025-12-29 20:37:17.707791+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
ba3ffe2d-12d5-47eb-bd52-cca8577df38f,2025-12-29 20:46:53.715189+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
3e61fe44-29c5-4263-a589-583e7cb968af,2025-12-29 20:50:56.70689+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
5ed69688-ba43-4302-a42a-19ff23bce46a,2025-12-29 20:51:23.62595+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
b521ef50-df64-44d5-a509-913a844de365,2025-12-29 20:51:48.956933+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/emails,200
dfd62758-49a4-4f81-9064-57cfec94a355,2025-12-29 21:00:30.885493+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
f114493f-1523-4a59-a968-5efd459ed553,2025-12-30 04:05:03.322278+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
67463961-2fb6-4152-9512-4ba6c8a0b823,2025-12-30 08:59:02.284906+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
1340020a-dc09-42bc-94f7-e6543172700c,2025-12-30 09:02:44.783597+00,3cfd1520-391a-431a-a79b-db842800153b,resend-node:4.8.0,POST,/audiences/43fcbe00-fbea-49d0-a971-bb8bb610edcb/contacts,401
